pert_id,pert_iname
trcn0000048229,rab5b
trcn0000289949,rab5b
trcn0000296358,rab5b
trcn0000047928,ran
trcn0000047930,ran
trcn0000077888,rassf2
trcn0000077889,rassf2
trcn0000077891,rassf2
trcn0000038885,rbbp7
trcn0000038886,rbbp7
trcn0000038887,rbbp7
trcn0000005403,rbbp8
trcn0000005404,rbbp8
trcn0000005405,rbbp8
trcn0000014289,rgs16
trcn0000014290,rgs16
trcn0000014291,rgs16
trcn0000053993,s100b
trcn0000053995,s100b
trcn0000053997,s100b
trcn0000045584,sars
trcn0000045585,sars
trcn0000045586,sars
trcn0000006713,serpinc1
trcn0000006716,serpinc1
trcn0000006717,serpinc1
trcn0000014643,six2
trcn0000014647,six2
trcn0000038474,slc16a3
trcn0000038476,slc16a3
trcn0000038477,slc16a3
trcn0000045013,slc25a6
trcn0000045014,slc25a6
trcn0000045015,slc25a6
trcn0000048153,sos2
trcn0000048154,sos2
trcn0000048155,sos2
trcn0000035011,sptlc1
trcn0000035012,sptlc1
trcn0000035013,sptlc1
trcn0000048513,sucla2
trcn0000048514,sucla2
trcn0000048515,sucla2
trcn0000019704,supt5h
trcn0000019705,supt5h
trcn0000019706,supt5h
trcn0000014005,taar1
trcn0000014006,taar1
trcn0000014007,taar1
trcn0000053178,taf13
trcn0000053180,taf13
trcn0000053182,taf13
trcn0000019339,tarbp2
trcn0000019341,tarbp2
trcn0000019342,tarbp2
trcn0000005565,tirap
trcn0000005566,tirap
trcn0000005567,tirap
trcn0000059168,tnfrsf14
trcn0000059171,tnfrsf14
trcn0000059172,tnfrsf14
trcn0000056884,traf1
trcn0000056885,traf1
trcn0000056886,traf1
trcn0000015633,tshz3
trcn0000015634,tshz3
trcn0000015637,tshz3
trcn0000036125,ugcg
trcn0000036126,ugcg
trcn0000036127,ugcg
trcn0000029530,ugt1a1
trcn0000029531,ugt1a1
trcn0000029533,ugt1a1
trcn0000004250,vcp
trcn0000004251,vcp
trcn0000004253,vcp
trcn0000014284,vn1r5
trcn0000014285,vn1r5
trcn0000014286,vn1r5
trcn0000019805,xbp1
trcn0000019806,xbp1
trcn0000078168,ywhaq
trcn0000078169,ywhaq
trcn0000078170,ywhaq
trcn0000064743,zbed1
trcn0000064744,zbed1
trcn0000064746,zbed1
trcn0000037539,zc3hc1
trcn0000037541,zc3hc1
trcn0000037542,zc3hc1
trcn0000073143,zfyve19
trcn0000073144,zfyve19
trcn0000073146,zfyve19
trcn0000018019,znf436
trcn0000018020,znf436
trcn0000018022,znf436
trcn0000021839,znf486
trcn0000021841,znf486
trcn0000021842,znf486
trcn0000015207,znf551
trcn0000218875,znf551
trcn0000219011,znf551
trcn0000218183,znf561
trcn0000229856,znf561
trcn0000229858,znf561
trcn0000015460,znf562
trcn0000015461,znf562
trcn0000015462,znf562
trcn0000108230,znf684
trcn0000108231,znf684
trcn0000108232,znf684
trcn0000019820,znf791
trcn0000019821,znf791
trcn0000019822,znf791
trcn0000009965,csnk1e
trcn0000005023,dtx1
trcn0000047929,ran
trcn0000014645,six2
trcn0000015823,aff4
trcn0000015824,aff4
trcn0000015825,aff4
trcn0000056858,afp
trcn0000056859,afp
trcn0000056862,afp
trcn0000056143,anxa2
trcn0000056144,anxa2
trcn0000056145,anxa2
trcn0000051799,apobec3h
trcn0000051800,apobec3h
trcn0000051802,apobec3h
trcn0000074269,asf1a
trcn0000074270,asf1a
trcn0000074271,asf1a
trcn0000035609,b3gat3
trcn0000035610,b3gat3
trcn0000035611,b3gat3
trcn0000035290,b4galt3
trcn0000035291,b4galt3
trcn0000035292,b4galt3
trcn0000115982,bcar1
trcn0000115983,bcar1
trcn0000115984,bcar1
trcn0000004273,cblc
trcn0000004274,cblc
trcn0000004275,cblc
trcn0000045288,ccnb1
trcn0000045290,ccnb1
trcn0000045291,ccnb1
trcn0000017868,cnot7
trcn0000017869,cnot7
trcn0000017870,cnot7
trcn0000078523,csad
trcn0000078524,csad
trcn0000078525,csad
trcn0000061949,ctgf
trcn0000061950,ctgf
trcn0000061951,ctgf
trcn0000045348,ctps
trcn0000045349,ctps
trcn0000045350,ctps
trcn0000020810,dach2
trcn0000020811,dach2
trcn0000020812,dach2
trcn0000035919,dlat
trcn0000035920,dlat
trcn0000035921,dlat
trcn0000013768,dlx3
trcn0000013771,dlx3
trcn0000013772,dlx3
trcn0000019520,dmrtb1
trcn0000019521,dmrtb1
trcn0000019523,dmrtb1
trcn0000035755,dnmt3a
trcn0000022249,drosha
trcn0000022250,drosha
trcn0000022251,drosha
trcn0000052458,echs1
trcn0000052459,echs1
trcn0000052460,echs1
trcn0000058424,efnb2
trcn0000058425,efnb2
trcn0000058426,efnb2
trcn0000013844,egr3
trcn0000013845,egr3
trcn0000013847,egr3
trcn0000013853,elf1
trcn0000013854,elf1
trcn0000013855,elf1
trcn0000013908,erf
trcn0000013911,erf
trcn0000013912,erf
trcn0000116102,exoc2
trcn0000116103,exoc2
trcn0000116104,exoc2
trcn0000038695,fas
trcn0000058318,fst
trcn0000058319,fst
trcn0000058321,fst
trcn0000029434,ftl
trcn0000029435,ftl
trcn0000029436,ftl
trcn0000036284,gbgt1
trcn0000036286,gbgt1
trcn0000036288,gbgt1
trcn0000047363,gdi1
trcn0000047365,gdi1
trcn0000047366,gdi1
trcn0000008401,git1
trcn0000008403,git1
trcn0000008404,git1
trcn0000039009,gmpr2
trcn0000039011,gmpr2
trcn0000039012,gmpr2
trcn0000029519,gnb2
trcn0000029520,gnb2
trcn0000029521,gnb2
trcn0000014419,gpr150
trcn0000014420,gpr150
trcn0000014422,gpr150
trcn0000061633,gpr179
trcn0000061636,gpr179
trcn0000061637,gpr179
trcn0000011572,gpr4
trcn0000011573,gpr4
trcn0000011574,gpr4
trcn0000046238,gpx2
trcn0000046239,gpx2
trcn0000046241,gpx2
trcn0000046249,gpx4
trcn0000046251,gpx4
trcn0000046252,gpx4
trcn0000004820,hdac2
trcn0000074176,hexim1
trcn0000245062,hexim1
trcn0000245063,hexim1
trcn0000016404,hopx
trcn0000016405,hopx
trcn0000016406,hopx
trcn0000005947,hspa4
trcn0000075149,igf2bp1
trcn0000075151,igf2bp1
trcn0000075152,igf2bp1
trcn0000074673,igf2bp3
trcn0000074675,igf2bp3
trcn0000074676,igf2bp3
trcn0000062198,igfbp5
trcn0000062199,igfbp5
trcn0000062200,igfbp5
trcn0000014669,irf1
trcn0000014670,irf1
trcn0000014672,irf1
trcn0000059228,kitlg
trcn0000059229,kitlg
trcn0000059230,kitlg
trcn0000020725,klf2
trcn0000020727,klf2
trcn0000020728,klf2
trcn0000029259,lamp2
trcn0000029260,lamp2
trcn0000029261,lamp2
trcn0000078113,lias
trcn0000078114,lias
trcn0000078115,lias
trcn0000064728,me1
trcn0000064730,me1
trcn0000064731,me1
trcn0000019155,mixl1
trcn0000019156,mixl1
trcn0000019157,mixl1
trcn0000015638,mkx
trcn0000015639,mkx
trcn0000015640,mkx
trcn0000009171,mrgprx1
trcn0000009172,mrgprx1
trcn0000009173,mrgprx1
trcn0000007962,mrgprx3
trcn0000007965,mrgprx3
trcn0000007966,mrgprx3
trcn0000019544,nab2
trcn0000019546,nab2
trcn0000019548,nab2
trcn0000007550,nedd4
trcn0000007551,nedd4
trcn0000007552,nedd4
trcn0000083083,neu1
trcn0000083084,neu1
trcn0000083086,neu1
trcn0000058304,nrg1
trcn0000009251,opn3
trcn0000009253,opn3
trcn0000009254,opn3
trcn0000015528,otx1
trcn0000015529,otx1
trcn0000015531,otx1
trcn0000021184,phf10
trcn0000021185,phf10
trcn0000021187,phf10
trcn0000004145,pias1
trcn0000010853,pias1
trcn0000231897,pias1
trcn0000037720,pip4k2c
trcn0000050263,pla2g4a
trcn0000050264,pla2g4a
trcn0000050265,pla2g4a
trcn0000007001,plcb1
trcn0000007003,plcb1
trcn0000011061,plcb1
trcn0000053068,polr2h
trcn0000053069,polr2h
trcn0000053070,polr2h
trcn0000017648,polr3k
trcn0000017650,polr3k
trcn0000017651,polr3k
trcn0000002449,ppm1b
trcn0000002450,ppm1b
trcn0000002451,ppm1b
trcn0000001911,ppp1r13b
trcn0000001912,ppp1r13b
trcn0000001914,ppp1r13b
trcn0000002756,ppp3r1
trcn0000002758,ppp3r1
trcn0000002759,ppp3r1
trcn0000003116,prkcb
trcn0000003117,prkcb
trcn0000003118,prkcb
trcn0000003894,psma7
trcn0000003895,psma7
trcn0000003896,psma7
trcn0000003930,psmb9
trcn0000003931,psmb9
trcn0000003932,psmb9
trcn0000053058,ptrf
trcn0000053059,ptrf
trcn0000053060,ptrf
trcn0000045608,qars
trcn0000045610,qars
trcn0000045611,qars
trcn0000034590,qpct
trcn0000034591,qpct
trcn0000034592,qpct
trcn0000007972,rab5a
trcn0000007974,rab5a
trcn0000007975,rab5a
trcn0000047889,rit1
trcn0000047890,rit1
trcn0000047892,rit1
trcn0000074863,rps15a
trcn0000074864,rps15a
trcn0000074865,rps15a
trcn0000005471,rps16
trcn0000005472,rps16
trcn0000005473,rps16
trcn0000074708,rps3a
trcn0000074709,rps3a
trcn0000074712,rps3a
trcn0000047308,rragb
trcn0000047309,rragb
trcn0000047310,rragb
trcn0000051668,rtel1
trcn0000051669,rtel1
trcn0000051672,rtel1
trcn0000053868,s100a11
trcn0000053869,s100a11
trcn0000053870,s100a11
trcn0000003603,serpina6
trcn0000003605,serpina6
trcn0000003606,serpina6
trcn0000000074,sf3b1
trcn0000000075,sf3b1
trcn0000000076,sf3b1
trcn0000021774,sin3a
trcn0000021775,sin3a
trcn0000021776,sin3a
trcn0000044588,slc25a12
trcn0000044589,slc25a12
trcn0000044590,slc25a12
trcn0000053443,smoc2
trcn0000053444,smoc2
trcn0000053446,smoc2
trcn0000045803,sms
trcn0000045804,sms
trcn0000045805,sms
trcn0000001228,srpk1
trcn0000001230,srpk1
trcn0000001231,srpk1
trcn0000013984,taar6
trcn0000013985,taar6
trcn0000013986,taar6
trcn0000011508,taar8
trcn0000011511,taar8
trcn0000011512,taar8
trcn0000078058,tbl3
trcn0000078059,tbl3
trcn0000078060,tbl3
trcn0000017015,tbx20
trcn0000017016,tbx20
trcn0000017017,tbx20
trcn0000019629,tle2
trcn0000019630,tle2
trcn0000019631,tle2
trcn0000057018,tlr2
trcn0000057019,tlr2
trcn0000057022,tlr2
trcn0000003757,tnf
trcn0000003758,tnf
trcn0000003760,tnf
trcn0000007346,traf5
trcn0000007347,traf5
trcn0000356131,traf5
trcn0000044149,trpm2
trcn0000044150,trpm2
trcn0000044152,trpm2
trcn0000230105,znf202
trcn0000230106,znf202
trcn0000230107,znf202
trcn0000107466,znf418
trcn0000234711,znf418
trcn0000234713,znf418
trcn0000017939,znf519
trcn0000017940,znf519
trcn0000017942,znf519
trcn0000019399,znf558
trcn0000019400,znf558
trcn0000019402,znf558
trcn0000018263,znf653
trcn0000018264,znf653
trcn0000018267,znf653
trcn0000019515,znf671
trcn0000019516,znf671
trcn0000019517,znf671
trcn0000108077,znf8
trcn0000108078,znf8
trcn0000108079,znf8
trcn0000051688,acy1
trcn0000051689,acy1
trcn0000051690,acy1
trcn0000006683,agt
trcn0000006684,agt
trcn0000006686,agt
trcn0000083593,apoc3
trcn0000083595,apoc3
trcn0000083597,apoc3
trcn0000036509,arpc4
trcn0000036510,arpc4
trcn0000036511,arpc4
trcn0000042958,asna1
trcn0000042959,asna1
trcn0000042960,asna1
trcn0000218174,atp5l
trcn0000230009,atp5l
trcn0000230010,atp5l
trcn0000008133,bdkrb2
trcn0000008135,bdkrb2
trcn0000008136,bdkrb2
trcn0000019864,bola1
trcn0000019865,bola1
trcn0000019866,bola1
trcn0000218450,bub3
trcn0000230087,bub3
trcn0000230088,bub3
trcn0000074893,bud13
trcn0000074895,bud13
trcn0000074896,bud13
trcn0000108055,c16orf5
trcn0000108056,c16orf5
trcn0000108059,c16orf5
trcn0000003459,cand1
trcn0000003460,cand1
trcn0000003461,cand1
trcn0000046934,ces1
trcn0000046935,ces1
trcn0000046936,ces1
trcn0000021309,chd1
trcn0000021311,chd1
trcn0000021312,chd1
trcn0000007981,cltc
trcn0000007982,cltc
trcn0000007983,cltc
trcn0000035494,crat
trcn0000035495,crat
trcn0000035498,crat
trcn0000062418,ddit4
trcn0000074383,ddx39b
trcn0000074384,ddx39b
trcn0000074385,ddx39b
trcn0000003847,edn1
trcn0000003848,edn1
trcn0000003850,edn1
trcn0000007861,eif2c1
trcn0000007862,eif2c1
trcn0000007863,eif2c1
trcn0000021939,ercc2
trcn0000021940,ercc2
trcn0000021941,ercc2
trcn0000083443,eya1
trcn0000083446,eya1
trcn0000303461,eya1
trcn0000003687,f2r
trcn0000003688,f2r
trcn0000003689,f2r
trcn0000059699,fabp5
trcn0000059700,fabp5
trcn0000059702,fabp5
trcn0000083653,fech
trcn0000083654,fech
trcn0000083655,fech
trcn0000064828,fn1
trcn0000064830,fn1
trcn0000064832,fn1
trcn0000051698,galns
trcn0000051699,galns
trcn0000051700,galns
trcn0000034904,gart
trcn0000034906,gart
trcn0000034907,gart
trcn0000005390,gata6
trcn0000005391,gata6
trcn0000054133,gca
trcn0000054134,gca
trcn0000054135,gca
trcn0000075223,gfpt2
trcn0000075224,gfpt2
trcn0000075225,gfpt2
trcn0000045938,gmps
trcn0000045939,gmps
trcn0000045940,gmps
trcn0000008804,gng4
trcn0000008805,gng4
trcn0000008806,gng4
trcn0000036854,gngt2
trcn0000036855,gngt2
trcn0000036856,gngt2
trcn0000011545,gpr115
trcn0000011546,gpr115
trcn0000357077,gpr115
trcn0000011625,gpr61
trcn0000011628,gpr61
trcn0000011629,gpr61
trcn0000008966,gpr87
trcn0000008967,gpr87
trcn0000008970,gpr87
trcn0000008992,gprc6a
trcn0000008995,gprc6a
trcn0000008996,gprc6a
trcn0000074573,hist1h2ac
trcn0000074574,hist1h2ac
trcn0000074576,hist1h2ac
trcn0000057234,hla-drb4
trcn0000057236,hla-drb4
trcn0000057237,hla-drb4
trcn0000017194,hnf1a
trcn0000017195,hnf1a
trcn0000017196,hnf1a
trcn0000007480,hsf1
trcn0000007481,hsf1
trcn0000007482,hsf1
trcn0000063348,hyal1
trcn0000063350,hyal1
trcn0000063351,hyal1
trcn0000057079,igsf8
trcn0000057081,igsf8
trcn0000057082,igsf8
trcn0000057748,itga1
trcn0000057749,itga1
trcn0000057752,itga1
trcn0000043723,kcnk2
trcn0000043724,kcnk2
trcn0000043726,kcnk2
trcn0000043933,kcnn4
trcn0000043935,kcnn4
trcn0000043936,kcnn4
trcn0000074098,kremen1
trcn0000074099,kremen1
trcn0000074100,kremen1
trcn0000062383,krt8
trcn0000062385,krt8
trcn0000062386,krt8
trcn0000051368,kynu
trcn0000051370,kynu
trcn0000051371,kynu
trcn0000049598,man1a1
trcn0000049599,man1a1
trcn0000049600,man1a1
trcn0000015933,mettl14
trcn0000015934,mettl14
trcn0000015936,mettl14
trcn0000035194,mgat1
trcn0000035195,mgat1
trcn0000035196,mgat1
trcn0000019944,mnat1
trcn0000019945,mnat1
trcn0000019946,mnat1
trcn0000026425,ndufa1
trcn0000026435,ndufa1
trcn0000026456,ndufa1
trcn0000027159,ndufa8
trcn0000027185,ndufa8
trcn0000027190,ndufa8
trcn0000027143,ndufb1
trcn0000027148,ndufb1
trcn0000027173,ndufb1
trcn0000028397,ndufb7
trcn0000028400,ndufb7
trcn0000028427,ndufb7
trcn0000036649,ndufs6
trcn0000036650,ndufs6
trcn0000036652,ndufs6
trcn0000006519,nfkb1
trcn0000013733,nkx2-5
trcn0000013734,nkx2-5
trcn0000013736,nkx2-5
trcn0000045475,nos3
trcn0000045476,nos3
trcn0000045477,nos3
trcn0000022215,nr1h2
trcn0000022216,nr1h2
trcn0000007581,nxf1
trcn0000007582,nxf1
trcn0000007583,nxf1
trcn0000004913,ogg1
trcn0000004914,ogg1
trcn0000004915,ogg1
trcn0000014425,p2ry8
trcn0000014426,p2ry8
trcn0000014427,p2ry8
trcn0000020109,phf11
trcn0000020110,phf11
trcn0000020112,phf11
trcn0000082793,phlpp1
trcn0000082794,phlpp1
trcn0000082795,phlpp1
trcn0000014693,phtf1
trcn0000014696,phtf1
trcn0000014697,phtf1
trcn0000078464,pisd
trcn0000078465,pisd
trcn0000078466,pisd
trcn0000062248,plod1
trcn0000062249,plod1
trcn0000062250,plod1
trcn0000053213,polr1e
trcn0000053214,polr1e
trcn0000053215,polr1e
trcn0000050453,ppap2b
trcn0000050455,ppap2b
trcn0000050456,ppap2b
trcn0000019940,pqbp1
trcn0000019941,pqbp1
trcn0000019942,pqbp1
trcn0000029509,prdx1
trcn0000029510,prdx1
trcn0000029511,prdx1
trcn0000059108,prlr
trcn0000059110,prlr
trcn0000059111,prlr
trcn0000003926,psmb7
trcn0000003927,psmb7
trcn0000003928,psmb7
trcn0000002795,psph
trcn0000002796,psph
trcn0000002797,psph
trcn0000028496,ptgr1
trcn0000028522,ptgr1
trcn0000028526,ptgr1
trcn0000062908,pvr
trcn0000062910,pvr
trcn0000062912,pvr
trcn0000034845,qprt
trcn0000365157,qprt
trcn0000365169,qprt
trcn0000115867,rbbp4
trcn0000115869,rbbp4
trcn0000115870,rbbp4
trcn0000047618,sar1b
trcn0000047619,sar1b
trcn0000047620,sar1b
trcn0000017175,satb1
trcn0000017176,satb1
trcn0000218667,satb1
trcn0000065168,sec24d
trcn0000065170,sec24d
trcn0000065171,sec24d
trcn0000052223,serpind1
trcn0000052225,serpind1
trcn0000052227,serpind1
trcn0000015148,sim2
trcn0000015150,sim2
trcn0000015152,sim2
trcn0000038584,slc25a10
trcn0000038585,slc25a10
trcn0000038586,slc25a10
trcn0000043898,slc38a1
trcn0000043899,slc38a1
trcn0000043900,slc38a1
trcn0000014363,smo
trcn0000014366,smo
trcn0000014367,smo
trcn0000017124,snapc4
trcn0000017126,snapc4
trcn0000017127,snapc4
trcn0000034549,soat2
trcn0000034551,soat2
trcn0000034553,soat2
trcn0000014368,sort1
trcn0000014369,sort1
trcn0000014370,sort1
trcn0000074643,srrt
trcn0000074645,srrt
trcn0000074646,srrt
trcn0000004452,tab2
trcn0000004453,tab2
trcn0000004456,tab2
trcn0000014723,tal2
trcn0000014724,tal2
trcn0000014725,tal2
trcn0000107250,tank
trcn0000107251,tank
trcn0000107252,tank
trcn0000022404,ube2z
trcn0000022407,ube2z
trcn0000022408,ube2z
trcn0000020623,ubtf
trcn0000235709,ubtf
trcn0000235711,ubtf
trcn0000029814,vamp3
trcn0000029815,vamp3
trcn0000029816,vamp3
trcn0000014213,vipr1
trcn0000014215,vipr1
trcn0000014216,vipr1
trcn0000014253,vn1r2
trcn0000014255,vn1r2
trcn0000014257,vn1r2
trcn0000045598,wars
trcn0000045599,wars
trcn0000045600,wars
trcn0000061873,wnt7b
trcn0000061875,wnt7b
trcn0000061876,wnt7b
trcn0000016938,znf449
trcn0000016939,znf449
trcn0000016940,znf449
trcn0000017903,znf454
trcn0000017904,znf454
trcn0000017905,znf454
trcn0000107852,znf501
trcn0000107853,znf501
trcn0000107854,znf501
trcn0000016826,znf521
trcn0000016827,znf521
trcn0000219004,znf521
trcn0000019429,znf658
trcn0000019430,znf658
trcn0000019433,znf658
trcn0000005389,gata6
trcn0000064488,aifm1
trcn0000064489,aifm1
trcn0000064490,aifm1
trcn0000107500,aim2
trcn0000107503,aim2
trcn0000107504,aim2
trcn0000027141,aldh3a1
trcn0000027161,aldh3a1
trcn0000027179,aldh3a1
trcn0000035344,alg5
trcn0000035345,alg5
trcn0000035346,alg5
trcn0000065108,ap2a1
trcn0000065109,ap2a1
trcn0000065110,ap2a1
trcn0000072703,apoo
trcn0000072704,apoo
trcn0000072705,apoo
trcn0000047938,arf4
trcn0000047940,arf4
trcn0000047942,arf4
trcn0000038304,atp5h
trcn0000038305,atp5h
trcn0000038306,atp5h
trcn0000013594,bach1
trcn0000013596,bach1
trcn0000013597,bach1
trcn0000033464,bak1
trcn0000033465,bak1
trcn0000033467,bak1
trcn0000033611,bbc3
trcn0000033612,bbc3
trcn0000033613,bbc3
trcn0000005906,bcat1
trcn0000005907,bcat1
trcn0000005908,bcat1
trcn0000020624,bclaf1
trcn0000020625,bclaf1
trcn0000020626,bclaf1
trcn0000016113,c16orf80
trcn0000016114,c16orf80
trcn0000016115,c16orf80
trcn0000107246,card10
trcn0000107247,card10
trcn0000107248,card10
trcn0000057964,ccl20
trcn0000057965,ccl20
trcn0000057966,ccl20
trcn0000045308,ccng1
trcn0000045309,ccng1
trcn0000045310,ccng1
trcn0000057483,cd2bp2
trcn0000057484,cd2bp2
trcn0000057485,cd2bp2
trcn0000057108,cd59
trcn0000057109,cd59
trcn0000057110,cd59
trcn0000057825,ceacam1
trcn0000057826,ceacam1
trcn0000057827,ceacam1
trcn0000046293,cox6c
trcn0000046294,cox6c
trcn0000046297,cox6c
trcn0000046054,cp
trcn0000046055,cp
trcn0000315704,cp
trcn0000059408,crabp1
trcn0000059410,crabp1
trcn0000059412,crabp1
trcn0000013744,ctbp2
trcn0000013745,ctbp2
trcn0000013747,ctbp2
trcn0000006522,cul2
trcn0000006523,cul2
trcn0000006525,cul2
trcn0000262667,cxcl12
trcn0000262670,cxcl12
trcn0000282367,cxcl12
trcn0000014509,cxcr7
trcn0000014510,cxcr7
trcn0000014511,cxcr7
trcn0000045353,dars
trcn0000045354,dars
trcn0000045355,dars
trcn0000033315,dhh
trcn0000033316,dhh
trcn0000033317,dhh
trcn0000062013,eif3j
trcn0000062014,eif3j
trcn0000062015,eif3j
trcn0000002537,enpp1
trcn0000002538,enpp1
trcn0000002539,enpp1
trcn0000059754,ero1l
trcn0000059755,ero1l
trcn0000059756,ero1l
trcn0000013933,etv4
trcn0000013935,etv4
trcn0000013936,etv4
trcn0000058998,faslg
trcn0000058999,faslg
trcn0000059001,faslg
trcn0000001100,fkbp8
trcn0000001101,fkbp8
trcn0000001102,fkbp8
trcn0000017923,foxq1
trcn0000017925,foxq1
trcn0000017927,foxq1
trcn0000051804,g6pc
trcn0000051805,g6pc
trcn0000051807,g6pc
trcn0000035534,galt
trcn0000035535,galt
trcn0000035536,galt
trcn0000036290,ggt1
trcn0000036291,ggt1
trcn0000036293,ggt1
trcn0000036759,gnaq
trcn0000036762,gnaq
trcn0000036763,gnaq
trcn0000008820,gpr128
trcn0000008821,gpr128
trcn0000008822,gpr128
trcn0000008865,gpr26
trcn0000008866,gpr26
trcn0000008868,gpr26
trcn0000008929,gpr78
trcn0000008930,gpr78
trcn0000008931,gpr78
trcn0000008951,gpr84
trcn0000008953,gpr84
trcn0000008955,gpr84
trcn0000004816,hdac1
trcn0000045858,hmgcs2
trcn0000045859,hmgcs2
trcn0000045861,hmgcs2
trcn0000017508,hnf1b
trcn0000017509,hnf1b
trcn0000017511,hnf1b
trcn0000019189,hnf4a
trcn0000019191,hnf4a
trcn0000019193,hnf4a
trcn0000244248,homez
trcn0000244453,homez
trcn0000244454,homez
trcn0000010357,hras
trcn0000018336,hras
trcn0000033264,hras
trcn0000033265,hras
trcn0000033267,hras
trcn0000033268,hras
trcn0000040090,hras
trcn0000040092,hras
trcn0000009063,hrh1
trcn0000009065,hrh1
trcn0000011675,hrh1
trcn0000026526,hsd17b8
trcn0000026543,hsd17b8
trcn0000026552,hsd17b8
trcn0000027235,idh3b
trcn0000027260,idh3b
trcn0000027266,idh3b
trcn0000058933,il11ra
trcn0000058934,il11ra
trcn0000058935,il11ra
trcn0000059259,il1r1
trcn0000059260,il1r1
trcn0000059261,il1r1
trcn0000039894,inpp5d
trcn0000039895,inpp5d
trcn0000039896,inpp5d
trcn0000021864,ints12
trcn0000021865,ints12
trcn0000021866,ints12
trcn0000014895,isl1
trcn0000014896,isl1
trcn0000014897,isl1
trcn0000045828,kars
trcn0000045829,kars
trcn0000045830,kars
trcn0000021629,kat7
trcn0000021630,kat7
trcn0000021632,kat7
trcn0000116492,krt25
trcn0000116493,krt25
trcn0000116495,krt25
trcn0000063913,l1cam
trcn0000063914,l1cam
trcn0000063917,l1cam
trcn0000013419,lhx2
trcn0000013420,lhx2
trcn0000013422,lhx2
trcn0000078738,lrrc59
trcn0000078739,lrrc59
trcn0000299665,lrrc59
trcn0000320770,map2k6
trcn0000045658,mars
trcn0000045659,mars
trcn0000045660,mars
trcn0000038785,mbd6
trcn0000038786,mbd6
trcn0000038787,mbd6
trcn0000019899,mllt6
trcn0000019900,mllt6
trcn0000019901,mllt6
trcn0000051843,mmp7
trcn0000051844,mmp7
trcn0000051845,mmp7
trcn0000013360,mta1
trcn0000054138,myl6
trcn0000054139,myl6
trcn0000054140,myl6
trcn0000033819,mylip
trcn0000263125,mylip
trcn0000282500,mylip
trcn0000014708,nfic
trcn0000014709,nfic
trcn0000014710,nfic
trcn0000017834,nkx2-3
trcn0000017835,nkx2-3
trcn0000017837,nkx2-3
trcn0000009198,nmur2
trcn0000009199,nmur2
trcn0000009200,nmur2
trcn0000011656,npbwr1
trcn0000011657,npbwr1
trcn0000011658,npbwr1
trcn0000060633,nrip3
trcn0000060634,nrip3
trcn0000060635,nrip3
trcn0000078493,oaz1
trcn0000078494,oaz1
trcn0000078495,oaz1
trcn0000047008,osgep
trcn0000047009,osgep
trcn0000047010,osgep
trcn0000061703,paqr7
trcn0000061704,paqr7
trcn0000061705,paqr7
trcn0000036209,pfas
trcn0000036210,pfas
trcn0000036211,pfas
trcn0000052993,polg
trcn0000052994,polg
trcn0000052996,polg
trcn0000008907,prokr1
trcn0000008908,prokr1
trcn0000008909,prokr1
trcn0000003880,psma3
trcn0000003881,psma3
trcn0000003882,psma3
trcn0000003941,psmd9
trcn0000003942,psmd9
trcn0000003944,psmd9
trcn0000063373,rarres1
trcn0000063376,rarres1
trcn0000063377,rarres1
trcn0000074288,rictor
trcn0000074289,rictor
trcn0000074290,rictor
trcn0000005164,rps3
trcn0000005165,rps3
trcn0000005167,rps3
trcn0000013660,runx1
trcn0000338427,runx1
trcn0000054028,s100p
trcn0000054029,s100p
trcn0000054030,s100p
trcn0000011369,s1pr3
trcn0000011370,s1pr3
trcn0000011371,s1pr3
trcn0000033304,shh
trcn0000038889,sirt3
trcn0000038890,sirt3
trcn0000038891,sirt3
trcn0000033301,snai3
trcn0000033302,snai3
trcn0000033303,snai3
trcn0000010772,sox2
trcn0000231642,sox2
trcn0000355638,sox2
trcn0000017993,tceb3c
trcn0000017995,tceb3c
trcn0000017997,tceb3c
trcn0000019784,tfap4
trcn0000019785,tfap4
trcn0000019786,tfap4
trcn0000072798,tmed9
trcn0000072799,tmed9
trcn0000072800,tmed9
trcn0000005924,tnfsf10
trcn0000005925,tnfsf10
trcn0000005927,tnfsf10
trcn0000036110,tst
trcn0000036111,tst
trcn0000036112,tst
trcn0000020680,usf1
trcn0000020681,usf1
trcn0000020682,usf1
trcn0000060179,xk
trcn0000060180,xk
trcn0000060181,xk
trcn0000004498,zfand6
trcn0000004499,zfand6
trcn0000004500,zfand6
trcn0000017894,znf263
trcn0000017895,znf263
trcn0000017897,znf263
trcn0000016453,znf559
trcn0000016455,znf559
trcn0000016456,znf559
trcn0000107645,znf576
trcn0000107646,znf576
trcn0000300391,znf576
trcn0000107310,znf596
trcn0000107312,znf596
trcn0000107313,znf596
trcn0000107566,znf662
trcn0000107567,znf662
trcn0000107568,znf662
trcn0000018203,znf673
trcn0000018205,znf673
trcn0000018206,znf673
trcn0000015223,znf785
trcn0000015224,znf785
trcn0000015227,znf785
trcn0000013424,zranb2
trcn0000013425,zranb2
trcn0000013427,zranb2
trcn0000016848,zscan4
trcn0000016850,zscan4
trcn0000016851,zscan4
trcn0000051533,abhd2
trcn0000051534,abhd2
trcn0000051535,abhd2
trcn0000004765,acaca
trcn0000004766,acaca
trcn0000004767,acaca
trcn0000004768,acaca
trcn0000004769,acaca
trcn0000029024,acaca
trcn0000029025,acaca
